name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
Hiding Games: A Narrative Short Film,"A short narrative film about an 11 year-old girl in rural Appalachia coping with her mother's meth addiction, and how far she will go to save her.",5000,89.44,38.993987,-80.232028,film & video,narrative film,1,89.44083333,film & video_narrative film
Golden Night Tarot Deck,This tarot deck features a black background with delicate gold details.,878,30,33.448377,-112.074037,design,product design,1,30,design_product design
Audio-CD: MOR - Antiphase [2018],"Preorder the full length debut album. For collectors also available with 2017 Bonus EP ""The Burning Man"".",300,58.05215278,54.323293,10.122765,music,metal,1,58.05215278,music_metal
Fast Doll: custom hand-stitched embroidery and felt patches,"Handmade, chain-stitch felt patches inspired by traditional tattoo flash and custom embroidery to personalize your clothing",6000,30,33.748995,-84.387982,crafts,embroidery,0,0,crafts_embroidery
"Reconstruction: First a Body, Then a Life","The memoir, Reconstruction, bares a grim tale of disease, disfigurement, phantasmagoria and despair, resulting in healing restoration.",2600,22.76380787,41.946434,-86.338905,publishing,nonfiction,1,22.76394676,publishing_nonfiction
Why Adam? A TV show about the science behind everyday life!,Why Adam? is an independent TV show that explores concepts of basic science in everyday life.,1000,23.7081713,47.252877,-122.444291,film & video,television,1,23.70831019,film & video_television
Tin tan acrylic painting,El vividor,300,3.398171296,34.052234,-118.243685,art,painting,0,0,art_painting
ClampHero - Smartphone and tablet mount for travelling,"Clamp Hero is the tablet, smartphone and ereader holder for your travel on an airplane, train or coach. A stand for multiple uses.",6000,30,53.349805,-6.26031,technology,gadgets,1,30.00002315,technology_gadgets
"Vygir Athletic Dress Socks: Comfort, Versatility, Style",Super comfortable socks for both business and active lifestyles. They also look damn good all day and all night,10000,30,37.871523,-122.273042,fashion,apparel,1,30.00001157,fashion_apparel
Dreaming in Color,We need help making our first full-length album!,500,19.02996528,40.793395,-77.860001,music,indie rock,1,19.03032407,music_indie rock
Sailor Senshi Cupcakes â™¡ Enamel Pins,"Hey guys! Welcome to my first Kickstarter featuring my Sailor Senshi themed cupcakes. These babies will be 1.25"" tall and gold plated!",420,20,43.653226,-79.383184,fashion,accessories,1,20,fashion_accessories
Lunch Box ( PuertoRican gourmet Food Truck),Young accounting student trying to realize one of the dreams of becoming an owner of a succesful food bussiness.,10000,59.95833333,40.712775,-74.005973,food,food trucks,0,0,food_food trucks
Health Warrior and Operation Farm & Run,A new Mexican Chocolate Chia Bar created for the Tarahumara of Mexico and Operation Farm & Run by natural foods startup Health Warrior.,40000,59.95833333,37.540725,-77.436048,food,vegan,1,59.95833333,food_vegan
Healthier for Life,"The health coach you've been waiting for. A mobile, tablet and desktop app that will change your eating, exercise and weight - forever.",28000,30,52.613969,0.886402,technology,web,0,0,technology_web
Lenny Zenith Full-Length Power Pop LP by transgender artist,"A new full-length power pop album by NOLA-born transgender rocker Lenny Zenith - Power pop hooks, lots of harmonies & noisy overtones",6500,58.9283912,40.712775,-74.005973,music,indie rock,1,58.9283912,music_indie rock
Damned spot - a short film based on Shakespeare's Macbeth,"A short film: Shakespeareâ€™s most formidable couple, driven by grief and ambition become fixated on the future.",1500,28,52.475074,-1.829833,film & video,shorts,1,28,film & video_shorts
Orb Attack,Orb Attack is a bubble blasting and colour matching game for iOS and Android devices. The game includes power-ups and unlockables.,1000,30,56.643558,-2.889062,games,mobile games,0,0,games_mobile games
Alarm Will Sound 2016/17 Season,"Live performances of new music create shared experiences that unite us all. In this uncertain time, support art that you believe in.",15000,38.51902778,40.712775,-74.005973,music,classical music,1,38.5190625,music_classical music
Ember Blaze - True Wireless Stereo Earbuds,"Designed with great sound, and built for high performance, Ember Blaze is here and available at an affordable price.",25000,29.95833333,37.774929,-122.419415,technology,wearables,1,29.95833333,technology_wearables
Das verflixte 227 Jahr,A horror comedy short-film about a rose war of a vampire couple,10999,20.56296296,50.937531,6.960279,film & video,comedy,0,0,film & video_comedy
The Lightning Man,"A short film that deals with the themes of faith, trauma, and strength in Jewish unity and identity.",20000,52.46510417,33.787914,-117.853101,film & video,shorts,1,52.46510417,film & video_shorts
"Singular's, donner du sens pour vous rendre unique",Singular's est un webzine et un crÃ©ateur d'Ã©vÃ©nements pour soutenir l'artisanat d'art et promouvoir un art de vivre Ã©thique.,9750,38.92177083,48.856614,2.352222,journalism,web,0,0,journalism_web
"""HONKY HOLOCAUST"" - ambitious anti-bigotry feature film","Bloody Hammer Films is producing its first feature film, a long-overdue EXPLOITATION film that fights racism - ""Honky Holocaust""!",1500,30,42.360082,-71.05888,film & video,narrative film,1,30,film & video_narrative film
Tom Lovell - Illustrator,"The second printing of the stunning hardcover art book TOM LOVELL â€“ ILLUSTRATOR from The Illustrated Press, Inc.",10000,30.04166667,39.840315,-88.9548,publishing,art books,1,30.04166667,publishing_art books
Elvira's New Comic Book Quarantine Special!,"Elvira herself tells the story of her own ""quarantine apocalypse"" adventure with Dynamite!",6666,31.58329861,39.934002,-74.890999,comics,comic books,1,31.58329861,comics_comic books
The Juice Bar...nnn-Community Stands Organic-Say NO Re-ZONE!,Hey Everyone!! We have 2 weeks to show some great strides before the hearing for the Re-Zone! Let's give this community the BEST!,200000,30,41.526264,-90.507257,food,farms,0,0,food_farms
DAGON,"A claymation animated film that blends together the atmosphere of Lovecraft and '80s action movies. As if Cthulhu meets ""Schwarzy""",30000,60,41.902783,12.496365,film & video,animation,0,0,film & video_animation
Rescu6: Staffing services for first responders and military,Giving first responders and military a second chance at employment,35000,59.95833333,34.79981,-87.677251,technology,web,0,0,technology_web
Tales of the Queen - Bilingual childrenÂ´s book,A colourful bilingual book for kids that tells a Panama folktale in the way an ingenious panamanian grandmother used to.,1969,35.72103009,53.079296,8.801694,publishing,children's books,1,35.72103009,publishing_children's books
Gamer Fox's Youtube Channel,Hey guys! Welcome to the fox den! On my channel we'll be playing all kinds of video games! Remixing Music!,1000,29.95833333,61.218056,-149.900278,film & video,comedy,0,0,film & video_comedy
B.E.A.R. Privacy: Touch-less Protection for Smart Speakers,"B.E.A.R. :   Bewilder Eavesdropping Audio Recorders;         
    limit Big Brothers' snooping by distracting Smart Speaker microphones",300,30,47.676893,-122.205983,technology,gadgets,1,30.00001157,technology_gadgets
Guardians Of The Republic Clothing,"Providing sanctuary for our forgotten warriors , and providing clothing for the warrior in us all.",250000,59.95833333,32.715738,-117.161084,fashion,ready-to-wear,0,0,fashion_ready-to-wear
Pfffffft: a book of illustrated fart literature,"Weird & quirky illustrations take readers through a fart-filled journey of entertainingly funny, yet disgustingly relatable situations.",6500,30,49.282729,-123.120738,publishing,art books,1,30,publishing_art books
AZT Systems - World's most intelligent restaurant system.,"Own a Restaurant? Then immediately save $2,000 to $4,000/mo or 20% of your Payroll costs. Save even more by never Printing Menus again.",3000,30,36.169941,-115.13983,food,restaurants,0,0,food_restaurants
"South, To The Sun",A book of photos and writing about a trip via bike & train from Portland to Joshua Tree,1500,31.30297454,45.515232,-122.678385,publishing,art books,1,31.30299769,publishing_art books
Barkada Quartet's Debut Album--AVENTURA,Thanks to EVERYBODY who helped us hit our first major Kickstarter goal. LET'S KEEP GOING!!! Aventura is going to be a dream come true!,3500,28.4390625,39.165325,-86.526386,music,classical music,1,28.43917824,music_classical music
A B&B to tell a Lost Story,The feat of building this house defined Minneapolis and changed the art world forever.  We want to tell this lost story.,30000,30,44.977753,-93.265011,design,architecture,0,0,design_architecture
Airy: The Modern Sustainable Mask Frame,An elastic stationary dental mask frame to fit dental masks that will keep you stay healthy. Best product during this Covid-19 pandemic,2000,30,40.793395,-77.860001,technology,wearables,1,30,technology_wearables
"2018, Isn't Life Grand? Nude Calendar Extravaganza",Another edition of the suns-out-buns-out madness. This year featuring 12 magical shots from the Grand Canyon.,500,4.90775463,36.054445,-112.140111,art,public art,0,0,art_public art
Treasure-Island the game show,Treasure-Island is an exciting new game show where 4 players select treasure chests matching up prizes whilst avoiding booby traps.,55000,30,-41.292381,174.778746,film & video,webseries,0,0,film & video_webseries
The Great Crusade World War I Guidebook,"This compact guidebook describes the sites, battles and personalities associated with Americaâ€™s epic journey through World War I.",1899,29.95833333,39.739236,-104.990251,publishing,nonfiction,1,29.95833333,publishing_nonfiction
"""Crazy Cat Lady""","A documentary feature on the feline crisis in L.A., and the dedicated cat lovers on the front lines of solution.",20000,45.04166667,34.052234,-118.243685,film & video,documentary,1,45.04166667,film & video_documentary
BLADE - The Ultimate Titanium EDC Keychain Knife,"Made of Titanium, BLADE is the ultimate everyday carry knife that you always carry on your keychain. Made in USA",8000,36,34.025922,-118.779757,technology,gadgets,1,36,technology_gadgets
Lost Ruins,A side-scrolling action survival game where you take on the role of a young girl fighting hideous monstrosities.,1058706,30,37.566535,126.977969,games,video games,1,30,games_video games
Life Without the Bill of Rights,I'm raising funds to continue my animated series aimed at teaching students about our rights as Americans.,3500,15,40.712775,-74.005973,film & video,animation,0,0,film & video_animation
Tower to Reading,"A reading program, created by a teacher, to help beginning and struggling readers around the world.",5000,30,38.815947,-76.749691,publishing,children's books,1,30,publishing_children's books
"Madman in the Gate:Art, Poems & Songs about Living the Truth",Poems and Songs Accompanied by artwork and photographs from some of the leading artists around the world.,2000,30,41.878114,-87.629798,publishing,poetry,0,0,publishing_poetry
"""Llueven las Flores"" Cortometraje fantÃ¡stico en 35mm","Cortometraje de fantasÃ­a que pretende explorar los lÃ­mites de la imaginaciÃ³n en la niÃ±ez, los vÃ­nculos solidarios y la amistad.",70000,20,23.634501,-102.552784,film & video,shorts,1,20,film & video_shorts
Jesus-Worshiper & The Breakroom Band Split EP,We have been working with our youth worship band to put out some music for our preteens ministry. Please pledge to help us finish this.,2000,13.99998843,33.902237,-118.081733,music,rock,1,14.00017361,music_rock
A revolutionary new walking device for adults and children!,5 DEVICES IN ONE - Bring to life the most innovative mobility device in a half century and one that addresses most mobility challenges,175000,60.04023148,37.906506,-80.21463,technology,flight,0,0,technology_flight
CORONAPOCALYPSE: Rise of the Pangolin,"Coronapocalypse is a twisted graphic novel for adults that explores the tragic, dystopian-new-normal that is ""2020"".",3750,37.74789352,-33.86882,151.209295,comics,graphic novels,1,37.74789352,comics_graphic novels
